ID,Reference,Verse,Notes,NoteFonts,Residue
1,2 Samuel 1:1,This book is about a man named David.~!~(NP this[Pre-Nominal] book ) (VP is ) (NP about a[Pre-Nominal] man (NP named David ) ) . ,,,
2,2 Samuel 1:2,,,,
3,2 Samuel 1:3,,,,
4,2 Samuel 1:4,,,,
5,2 Samuel 1:5,,,,
6,2 Samuel 1:6,,,,
7,2 Samuel 1:7,,,,
8,2 Samuel 1:8,,,,
9,2 Samuel 1:9,,,,
10,2 Samuel 1:10,,,,
11,2 Samuel 1:11,,,,
12,2 Samuel 1:12,,,,
13,2 Samuel 1:13,,,,
14,2 Samuel 1:14,,,,
15,2 Samuel 1:15,,,,
16,2 Samuel 1:16,,,,
17,2 Samuel 1:17,,,,
18,2 Samuel 1:18,,,,
19,2 Samuel 1:19,,,,
20,2 Samuel 1:20,,,,
21,2 Samuel 1:21,,,,
22,2 Samuel 1:22,,,,
23,2 Samuel 1:23,,,,
24,2 Samuel 1:24,,,,
25,2 Samuel 1:25,,,,
26,2 Samuel 1:26,,,,
27,2 Samuel 1:27,,,,
28,2 Samuel 1:28,,,,
29,2 Samuel 1:29,,,,
30,2 Samuel 1:30,,,,
31,2 Samuel 1:31,,,,
32,2 Samuel 1:32,,,,
33,2 Samuel 1:33,,,,
34,2 Samuel 1:34,,,,
35,2 Samuel 1:35,,,,
36,2 Samuel 1:36,,,,
37,2 Samuel 1:37,,,,
38,2 Samuel 1:38,,,,
44,2 Samuel 1:44,,,,
49,2 Samuel 1:49,,,,
39,2 Samuel 1:39,,,,
40,2 Samuel 1:40,,,,
41,2 Samuel 1:41,,,,
42,2 Samuel 1:42,,,,
43,2 Samuel 1:43,,,,
45,2 Samuel 1:45,,,,
46,2 Samuel 1:46,,,,
47,2 Samuel 1:47,,,,
48,2 Samuel 1:48,,,,
50,2 Samuel 1:50,,,,
